V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E4_move_BACK,E4_move_FORW,E4_change_FORW,E4_change_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1DC04K69C9m2Ldc,Default Response Set,Anonymous,,,173.73.215.192,0,2019-07-05 11:03:53,2019-07-05 11:05:44,1,1,1,,,Next Friday,,Yes,2,no,no,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,27,male,left-handed,English,1,E4_change_FORW,38.889205932617,-76.941703796387,-1,
R_3COcW3gikBLAsg9,Default Response Set,Anonymous,,,172.58.152.152,0,2019-07-05 07:14:33,2019-07-05 07:14:48,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_T5AqJzN3NmbjKzn,Default Response Set,Anonymous,,,24.228.78.127,0,2019-07-05 07:14:10,2019-07-05 07:15:38,0,1,1,Monday,,,,Yes,2,None,"His body language was to pull towards himself, so I assumed by ""moved by two days"" he meant Monday.",Might or might not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,male,left-handed,English,,E4_move_BACK,,,-1,
R_z0DF4sLpAZ21nt7,Default Response Set,Anonymous,,,67.140.40.245,0,2019-07-05 07:14:16,2019-07-05 07:15:35,0,1,1,,,,Sunday,Yes,2,N/A,N/A,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,23,male,right-handed,English,,E4_change_BACK,,,-1,
R_3HZJkRQVo4b3Zqc,Default Response Set,Anonymous,,,168.235.1.4,0,2019-07-05 07:14:19,2019-07-05 07:15:54,0,1,1,,FRIDAY,,,Yes,2,NO,NO,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,46,female,left-handed,ENGLISH,,E4_move_FORW,,,-1,
R_2fqydqbuG8Bb56m,Default Response Set,Anonymous,,,75.4.216.39,0,2019-07-05 07:14:26,2019-07-05 07:16:02,0,1,1,,,Friday,,Yes,1,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,39,male,right-handed,English,,E4_change_FORW,,,-1,
R_PBvYcsxNrCH2uUV,Default Response Set,Anonymous,,,162.245.106.150,0,2019-07-05 07:15:21,2019-07-05 07:16:04,0,1,1,,,Monday,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,male,right-handed,English,,E4_change_FORW,,,-1,
R_RITF5AphhcxViaB,Default Response Set,Anonymous,,,174.126.129.234,0,2019-07-05 07:14:39,2019-07-05 07:16:55,0,1,1,,,Next Wednesday's meeting has been changed by two days from now,,Yes,Once,The video was lagging and buffered at the halfway point.,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,28,male,right-handed,English,,E4_change_FORW,,,-1,
R_9FXJhoeHyqaTABP,Default Response Set,Anonymous,,,73.8.156.178,0,2019-07-05 07:16:17,2019-07-05 07:17:08,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_2rhW3esXl8fGnTo,Default Response Set,Anonymous,,,165.225.0.204,0,2019-07-05 07:14:29,2019-07-05 07:17:18,0,1,1,,Friday,,,Yes,2,none,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,27,female,left-handed,English,,E4_move_FORW,,,-1,
R_12LQBfP0BYnQt7l,Default Response Set,Anonymous,,,23.108.57.235,0,2019-07-05 07:16:08,2019-07-05 07:17:20,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_6D59VpRrAuHboAN,Default Response Set,Anonymous,,,71.71.247.138,0,2019-07-05 07:14:20,2019-07-05 07:17:27,0,1,1,,,,friday,Yes,5,no,no,Might or might not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,19,female,right-handed,English Gujurati Hindi Japanese,,E4_change_BACK,,,-1,
R_24pclGqwZmSntvp,Default Response Set,Anonymous,,,107.198.59.190,0,2019-07-05 07:14:33,2019-07-05 07:18:18,0,1,1,29,,,,Yes,2,yes,the person in the video looks scruffy,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,29,female,right-handed,english,,E4_move_BACK,,,-1,
R_3I5ncJT3mN9eJp1,Default Response Set,Anonymous,,,50.239.137.5,0,2019-07-05 07:15:45,2019-07-05 07:18:24,0,1,1,,,,Great ,Maybe,2,No,,Probably yes,13,1,slightly disagree,slightly agree,strongly agree,slightly agree,29,male,right-handed,English ,,E4_change_BACK,,,-1,
R_plT0yiqAg7lGfBf,Default Response Set,Anonymous,,,119.171.148.175,0,2019-07-05 07:14:37,2019-07-05 07:18:39,0,1,1,Monday,,,,Yes,2,No,He pulled towards his body so it looked like he was saying the day was coming sooner rather than later.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,22,male,right-handed,English and Spanish,,E4_move_BACK,,,-1,
R_3MKWVAdmpMJUdFw,Default Response Set,Anonymous,,,184.54.173.39,0,2019-07-05 11:19:06,2019-07-05 11:20:55,1,1,1,,,,Either Monday or Friday,Yes,1,no,,Might or might not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,51,male,right-handed,English,1,E4_change_BACK,39.073501586914,-84.367401123047,-1,
R_1rHdklVgTOsLfAw,Default Response Set,Anonymous,,,164.119.6.164,0,2019-07-05 07:21:08,2019-07-05 07:22:14,0,1,1,,,Friday,,Yes,2,,Changed two days could have went in either direction,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,30,male,right-handed,English,,E4_change_FORW,,,-1,
R_1l4R06EHNTclepG,Default Response Set,Anonymous,,,66.142.195.201,0,2019-07-05 07:33:11,2019-07-05 07:33:49,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_2QizS5dr1wpbSTK,Default Response Set,Anonymous,,,98.159.196.54,0,2019-07-05 07:38:37,2019-07-05 07:42:20,0,1,1,,,next wednesday meeting has been changed for two days what day is the meeting now?,,Yes,1,no,no,Definitely yes,13,1,slightly agree,strongly disagree,strongly disagree,strongly agree,32,female,right-handed,eng,,E4_change_FORW,,,-1,
R_1js7GWLr0MKJKpT,Default Response Set,Anonymous,,,73.230.7.68,0,2019-07-05 07:53:14,2019-07-05 07:55:23,0,1,1,,,,Friday,Yes,1,no,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,41,female,right-handed,English,,E4_change_BACK,,,-1,
R_1mLDdUitqe9inuB,Default Response Set,Anonymous,,,45.46.102.68,0,2019-07-05 08:22:41,2019-07-05 08:23:41,0,1,1,,,,Friday,Yes,2,no,The information they gave was hard to process ,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,25,male,right-handed,english,,E4_change_BACK,,,-1,
R_3k6t6AMGFjREsz2,Default Response Set,Anonymous,,,99.75.53.174,0,2019-07-05 14:01:59,2019-07-05 14:03:33,1,1,1,,,Friday,,Yes,3,No,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,25,male,right-handed,English,1,E4_change_FORW,41.999496459961,-88.14510345459,-1,
R_2WwKLgfm4efSTlU,Default Response Set,Anonymous,,,66.44.33.169,0,2019-07-05 14:02:26,2019-07-05 14:04:11,1,1,1,,Friday,,,Yes,2,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,female,left-handed,English,1,E4_move_FORW,38.939193725586,-77.058403015137,-1,
R_1ifF5q20BP4uK1O,Default Response Set,Anonymous,,,24.10.10.213,0,2019-07-05 14:02:13,2019-07-05 14:04:52,1,1,1,Monday,,,,Yes,4,no,,Definitely yes,13,1,slightly disagree,strongly disagree,strongly disagree,slightly disagree,26,female,right-handed,English,1,E4_move_BACK,38.495697021484,-121.53480529785,-1,
R_28YtNauSYPxLe49,Default Response Set,Anonymous,,,138.210.94.210,0,2019-07-05 14:02:24,2019-07-05 14:06:09,1,1,1,Friday,,,,Yes,Once,None,"When the person said the meeting had been moved by two days I assumed it had been moved further into the week (from Wednesday to Friday), but I suppose the hand gesture could've meant to imply that it had been moved back from Wednesday to Monday instead.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,49,female,right-handed,English,1,E4_move_BACK,28.305603027344,-81.419700622559,-1,
R_3FJwgsKbZvfzldS,Default Response Set,Anonymous,,,68.227.57.230,0,2019-07-05 14:04:47,2019-07-05 14:07:33,1,1,1,,,Friday,,Yes,2,No,"I'm not sure if it's two days prior or two days later, maybe the gesture might have hinted at it, didn't think of it as important.",Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,19,male,right-handed,"Mandarin, English, Shanghainese",1,E4_change_FORW,36.011901855469,-115.04329681396,-1,
R_1rvLLFbwkpxjQfi,Default Response Set,Anonymous,,,98.234.127.141,0,2019-07-05 14:04:37,2019-07-05 14:08:51,1,1,1,,Friday,,,Yes,2,No,The person was talking about a meeting that was pushed back 2 days. ,Probably yes,13,1,slightly agree,strongly agree,strongly agree,strongly agree,28,male,right-handed,English,1,E4_move_FORW,37.30729675293,-121.80760192871,-1,
R_1dco4O4r3MQGOEQ,Default Response Set,Anonymous,,,108.35.90.68,0,2019-07-05 14:22:30,2019-07-05 14:24:36,1,1,1,,,,Friday,Yes,2,no,The sound was a little on the lower quality side so I played it twice to hear the exact day again. ,Probably yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,26,male,right-handed,English,1,E4_change_BACK,40.813705444336,-74.123397827148,-1,
R_ZCxFkivok2KiuR3,Default Response Set,Anonymous,,,98.246.64.98,0,2019-07-05 14:28:43,2019-07-05 14:30:48,1,1,1,,Friday,,,Yes,2,no,Could have been moved forward or backward and could either be Monday or Friday.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,35,male,right-handed,English,1,E4_move_FORW,45.66520690918,-122.52149963379,-1,
R_YSJLO3cVt5Y27ip,Default Response Set,Anonymous,,,24.101.217.157,0,2019-07-05 10:54:04,2019-07-05 10:55:14,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_PBeo0PRW3vEh51T,Default Response Set,Anonymous,,,207.189.25.32,0,2019-07-05 10:53:59,2019-07-05 10:54:46,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_51PhHNKSXD5r3Jn,Default Response Set,Anonymous,,,190.72.166.237,0,2019-07-05 10:53:49,2019-07-05 10:55:35,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_21FAXFDkIriHrkM,Default Response Set,Anonymous,,,24.224.76.224,0,2019-07-05 10:53:47,2019-07-05 10:55:42,0,1,1,,,Friday,,Yes,2,no,no,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,30,female,right-handed,English,,E4_change_FORW,,,-1,
R_2rPIsL0fDgrlBTp,Default Response Set,Anonymous,,,97.94.173.218,0,2019-07-05 10:54:01,2019-07-05 10:55:58,0,1,1,monday,,,,Yes,3,0,none,Definitely yes,13,1,strongly agree,slightly agree,strongly agree,slightly agree,46,female,right-handed,english,,E4_move_BACK,,,-1,
R_2rBe6UtnAjl0lMK,Default Response Set,Anonymous,,,104.5.21.103,0,2019-07-05 10:55:45,2019-07-05 10:58:37,0,1,1,,,monday,,Yes,2,no,"though there were no issues with the video/audio itself, i found it difficult to understand the man speaking because he spoke quickly and slurred his words together. had to watch it twice just to make out his words.",Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,41,female,right-handed,english,,E4_change_FORW,,,-1,
R_1JR7OvtAIbHknbu,Default Response Set,Anonymous,,,75.72.160.122,0,2019-07-05 10:58:34,2019-07-05 10:59:58,0,1,1,,,,Friday,Yes,3,none,Tough to know if the meeting was being changed to earlier or later,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,28,male,left-handed,English,,E4_change_BACK,,,-1,
R_eghuy3ZskmfToLD,Default Response Set,Anonymous,,,76.19.17.54,0,2019-07-05 11:11:14,2019-07-05 11:12:07,0,1,1,Wednesday,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_3MgSSVkePXC1gyb,Default Response Set,Anonymous,,,75.73.180.33,0,2019-07-05 11:10:20,2019-07-05 11:11:43,0,1,1,,Next Friday,,,Yes,Once,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,26,other,right-handed,English,,E4_move_FORW,,,-1,
R_3fdusNQeX1exRx6,Default Response Set,Anonymous,,,68.203.160.23,0,2019-07-05 16:14:04,2019-07-05 16:15:39,1,1,1,,,,Friday,Yes,1,no,no,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,21,female,left-handed,English,1,E4_change_BACK,32.764892578125,-97.011199951172,-1,
R_1ir5r2nqlKMNLdH,Default Response Set,Anonymous,,,76.187.193.218,0,2019-07-05 16:13:53,2019-07-05 16:16:51,1,1,1,,,Sunday,,Yes,once,none,nothing,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,33,male,right-handed,english spanish,1,E4_change_FORW,33.075698852539,-96.782699584961,-1,
R_3Dve2FXlGqgd1S9,Default Response Set,Anonymous,,,72.133.40.10,0,2019-07-05 16:16:45,2019-07-05 16:18:08,1,1,1,monday,,,,Yes,2,no,,Probably yes,13,1,slightly disagree,slightly disagree,slightly agree,slightly agree,22,male,right-handed,english,1,E4_move_BACK,44.437103271484,-88.079498291016,-1,
R_12qW31blVp9788L,Default Response Set,Anonymous,,,24.95.181.46,0,2019-07-05 16:15:19,2019-07-05 16:18:35,1,1,1,Monday,,,,Yes,1,No,I think the question could have been interrupted two ways.  It seems like he could have meant the meeting had been moved to Monday OR Friday.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,47,female,right-handed,English,1,E4_move_BACK,38.421798706055,-82.717300415039,-1,
R_bDdEl89MUxTGpB7,Default Response Set,Anonymous,,,73.164.33.143,0,2019-07-05 16:17:52,2019-07-05 16:19:04,1,1,1,,,,Friday,Yes,1,none,no,Probably not,11,1,slightly agree,slightly agree,slightly agree,strongly agree,23,female,right-handed,English,1,E4_change_BACK,44.830795288086,-92.939300537109,-1,
R_272rlvAslkZXBqP,Default Response Set,Anonymous,,,75.13.254.244,0,2019-07-05 16:18:08,2019-07-05 16:19:28,1,1,1,,Friday,,,Yes,twice,no,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,male,right-handed,english,1,E4_move_FORW,29.754501342773,-95.409301757812,-1,
R_2uVsnZy2mR4yya9,Default Response Set,Anonymous,,,47.199.38.9,0,2019-07-05 16:18:04,2019-07-05 16:19:41,1,1,1,,,friday,,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,52,female,right-handed,en,1,E4_change_FORW,28.21369934082,-82.68090057373,-1,
R_1qVf23IgGNn55LW,Default Response Set,Anonymous,,,69.255.139.179,0,2019-07-05 16:17:47,2019-07-05 16:19:54,1,1,1,,,Friday,,Yes,1,No,His hand gesture was weird,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,20,male,right-handed,"English, Tagalog",1,E4_change_FORW,39.331604003906,-76.633598327637,-1,
R_1K9AXrxxCJiSeB7,Default Response Set,Anonymous,,,67.81.125.226,0,2019-07-05 16:17:56,2019-07-05 16:20:10,1,1,1,,friday,,,Yes,3,yes very low,the person moved his hands forward as an indication,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,21,male,right-handed,spanish ,1,E4_move_FORW,40.870300292969,-73.852500915527,-1,
R_2WY9LjksZLcyTcV,Default Response Set,Anonymous,,,71.224.2.157,0,2019-07-05 16:18:41,2019-07-05 16:20:46,1,1,1,Friday,,,,Yes,1,no,"Just a normal video, really did not make any judgements on the guy speaking. Was skinny and a white dude though.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,male,right-handed,English,1,E4_move_BACK,39.769607543945,-75.780700683594,-1,
R_10rsESd2FzJB47D,Default Response Set,Anonymous,,,162.236.216.221,0,2019-07-05 16:18:48,2019-07-05 16:20:46,1,1,1,,,Friday,,Yes,1,no,no,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,31,female,right-handed,English,1,E4_change_FORW,32.531692504883,-92.176803588867,-1,
R_2bOOQ8lJC16da9P,Default Response Set,Anonymous,,,142.196.255.46,0,2019-07-05 16:19:43,2019-07-05 16:21:11,1,1,1,,Day before two days,,,Yes,One,No,No,Might or might not,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,22,male,right-handed,English,1,E4_move_FORW,28.652893066406,-81.210601806641,-1,
R_33y6NcrtiSN8So3,Default Response Set,Anonymous,,,47.135.1.239,0,2019-07-05 16:18:40,2019-07-05 16:21:12,1,1,1,Friday,,,,Yes,1,no,"On the person, no. On the gesture - I saw it as saying ""back"" as in the meeting has been moved back. ",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,43,female,right-handed,English,1,E4_move_BACK,35.753204345703,-81.326400756836,-1,
R_w1peS1WNgnCxXPz,Default Response Set,Anonymous,,,173.92.3.243,0,2019-07-05 16:19:08,2019-07-05 16:21:12,1,1,1,,Friday,,,Yes,1,no,no,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,23,female,right-handed,English,1,E4_move_FORW,35.231597900391,-80.842796325684,-1,
R_33rOuXZMo75Hwdd,Default Response Set,Anonymous,,,73.223.55.94,0,2019-07-05 16:17:40,2019-07-05 16:21:34,1,1,1,,,,Friday,Yes,2,no,no,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,27,female,right-handed,"English, Mandarin",1,E4_change_BACK,37.720092773438,-122.44139862061,-1,
R_3qx8pqj6AiLuA3A,Default Response Set,Anonymous,,,69.254.188.247,0,2019-07-05 16:19:31,2019-07-05 16:23:17,1,1,1,,,,Friday,Yes,1,No issues,"I thought the gesture was a little odd, I am unfamiliar with that particular gesture and it didn't seem to make his statement any clearer",Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,24,female,right-handed,English,1,E4_change_BACK,30.417007446289,-84.184997558594,-1,
R_3JCKPSjSKXnvZst,Default Response Set,Anonymous,,,69.119.199.204,0,2019-07-05 16:19:16,2019-07-05 16:24:48,1,1,1,,Monday,,,Yes,1,"yeah, i heard some obviously discernible premise that meaningful research wouldnt deign to endorse as sufficiently veiled, however de facto presumptuous the notion of correlative suggestivity being of any epistemological relevance whatsoever is. couldve been an audio glitch though ",nope. great job guys. good science.,Definitely not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,25,male,ambidextrous,English ,1,E4_move_FORW,40.942596435547,-73.111602783203,-1,
R_2an8hrJfm0UyvSK,Default Response Set,Anonymous,,,73.181.63.240,0,2019-07-05 16:23:12,2019-07-05 16:26:40,1,1,1,Monday,,,,Yes,2,No,No,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,44,male,right-handed,English,1,E4_move_BACK,40.544692993164,-105.10690307617,-1,
R_1j8PBH0hjioj7ZP,Default Response Set,Anonymous,,,98.121.192.146,0,2019-07-05 16:35:33,2019-07-05 16:37:41,1,1,1,,,,Friday,Yes,once,nope,"I was focused on his mannerisms, and almost missed when he said Wednesday!",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,39,male,left-handed,English,1,E4_change_BACK,33.502502441406,-80.859298706055,-1,
R_9o97elT7ht5tKO5,Default Response Set,Anonymous,,,96.235.33.139,0,2019-07-05 16:43:58,2019-07-05 16:46:02,1,1,1,,Friday,,,Yes,Twice,No at all.,"I thought the person talked a little too fast, which is why I had to re-watch the clip to make sure I caught everything.",Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,31,male,left-handed,English,1,E4_move_FORW,40.432205200195,-80.102096557617,-1,
R_2CyaIzT2n6EVCXx,Default Response Set,Anonymous,,,73.211.148.13,0,2019-07-05 14:02:12,2019-07-05 14:03:34,0,1,1,,friday,,,Yes,2,no,,Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,slightly disagree,27,male,right-handed,English,,E4_move_FORW,,,-1,
R_3dVN9vzSYnMHHQX,Default Response Set,Anonymous,,,206.188.60.225,0,2019-07-05 14:01:55,2019-07-05 14:03:51,0,1,1,,,,Friday,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,33,male,right-handed,English,,E4_change_BACK,,,-1,
R_3EFubUbwwUcgFSu,Default Response Set,Anonymous,,,72.46.128.186,0,2019-07-05 14:03:00,2019-07-05 14:04:10,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_1ALlPAKceLuhNDP,Default Response Set,Anonymous,,,204.148.98.54,0,2019-07-05 14:04:36,2019-07-05 14:04:43,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_07KC4aaU7CUNOzD,Default Response Set,Anonymous,,,138.88.5.208,0,2019-07-05 14:04:26,2019-07-05 14:05:47,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_b3mlDjBiwiV9atH,Default Response Set,Anonymous,,,67.149.44.86,0,2019-07-05 14:01:53,2019-07-05 14:05:39,0,1,1,,,friday,,Yes,2,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,25,female,right-handed,english,,E4_change_FORW,,,-1,
R_6DyvDSiswnS9SlX,Default Response Set,Anonymous,,,98.113.81.118,0,2019-07-05 14:06:14,2019-07-05 14:08:29,0,1,1,"It's a guy explaining something maybe, I had a hard time understanding what he said and it's sort of unappealing. Something I wouldn't replay a second time evn though I didn't understand anything.",,,,Yes,1,No.,Not really.,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,25,male,right-handed,Bengali,,E4_move_BACK,,,-1,
R_3s5EEJF8AJyDBT9,Default Response Set,Anonymous,,,23.250.11.90,0,2019-07-05 14:07:31,2019-07-05 14:10:28,0,1,1,,,,A person was about to explain something and suddenly stopped or mood changed,Yes,1,nothoing,I was asked to response the video.,Might or might not,13,1,slightly disagree,strongly disagree,slightly agree,slightly disagree,30,male,right-handed,english,,E4_change_BACK,,,-1,
R_0i9NGutk7NGzLz3,Default Response Set,Anonymous,,,45.56.174.138,0,2019-07-05 14:10:51,2019-07-05 14:12:05,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_3EcD9WJGdO6jQvB,Default Response Set,Anonymous,,,68.101.137.252,0,2019-07-05 14:12:16,2019-07-05 14:14:14,0,1,1,monday,,,,Yes,1,"yeah i played it but it paused and buffered at ""next wednesday's meeting has--""",,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,35,male,left-handed,english,,E4_move_BACK,,,-1,
R_2CTBOvTebT7GiDG,Default Response Set,Anonymous,,,191.96.97.58,0,2019-07-05 14:13:20,2019-07-05 14:16:44,0,1,1,,,change my today,,Yes,2,yes,yes,Might or might not,13,1,slightly agree,slightly disagree,slightly agree,slightly disagree,30,male,right-handed,English,,E4_change_FORW,,,-1,
R_1GHqNywXsYBQMKL,Default Response Set,Anonymous,,,72.83.54.51,0,2019-07-05 14:15:50,2019-07-05 14:17:57,0,1,1,Friday,,,,Yes,once,no,The person moved his hand to help indicate that the test was being moved.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,20,female,right-handed,English,,E4_move_BACK,,,-1,
R_2zeeAvZlntPm2Ho,Default Response Set,Anonymous,,,174.70.72.78,0,2019-07-05 14:19:38,2019-07-05 14:21:31,0,1,1,,,Friday,,Yes,2,loaded slow,Moved forward or backward&gt;,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,38,female,right-handed,English,,E4_change_FORW,,,-1,
R_3oSkl1huRAu5JGN,Default Response Set,Anonymous,,,73.241.207.30,0,2019-07-05 16:13:49,2019-07-05 16:15:20,0,1,1,,,monday,,Yes,2,no,i didn't realize my sound was so low so i had to listen 2x,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,36,male,right-handed,English,,E4_change_FORW,,,-1,
R_2TpojlC910kC1Cm,Default Response Set,Anonymous,,,207.173.79.34,0,2019-07-05 16:13:58,2019-07-05 16:15:48,0,1,1,,next Friday,,,Yes,once,no,,Definitely yes,13,1,slightly agree,strongly agree,slightly disagree,slightly agree,55,male,right-handed,English,,E4_move_FORW,,,-1,
R_2R7DP3QqCYH4KgE,Default Response Set,Anonymous,,,73.58.96.46,0,2019-07-05 16:14:02,2019-07-05 16:16:33,0,1,1,,MONDAY,,,Yes,"YES,TWICE.",NO.,NO,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,36,female,right-handed,ENGLISH,,E4_move_FORW,,,-1,
R_3QLDSdlSDcpvmbH,Default Response Set,Anonymous,,,131.106.3.227,0,2019-07-05 16:14:34,2019-07-05 16:16:11,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_1LCo6LQNQA5DWwR,Default Response Set,Anonymous,,,73.64.48.233,0,2019-07-05 16:13:53,2019-07-05 16:15:41,0,1,1,Monday,,,,Yes,2,Nope,I was interested in the fact that the speaker moved his arms back when saying that the meeting was moved back two days.,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,19,male,right-handed,English,,E4_move_BACK,,,-1,
R_2ruUXm7IVsTsE7O,Default Response Set,Anonymous,,,73.36.223.250,0,2019-07-05 16:16:33,2019-07-05 16:18:29,0,1,1,,friday,,,Yes,1,0,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,33,female,right-handed,english,,E4_move_FORW,,,-1,
R_2EzTfCA97qi7kla,Default Response Set,Anonymous,,,207.255.59.96,0,2019-07-05 16:16:51,2019-07-05 16:18:37,0,1,1,,,,Friday or Monday,Yes,1,No,He speaks very quickly,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,26,female,right-handed,English,,E4_change_BACK,,,-1,
R_BWWg3IQCbazcFuF,Default Response Set,Anonymous,,,69.221.251.71,0,2019-07-05 16:16:17,2019-07-05 16:18:43,0,1,1,,,Friday,,Yes,1,audio issues...  ,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,45,female,right-handed,"Korean, English",,E4_change_FORW,,,-1,
R_R5cXErr8RDn7Adj,Default Response Set,Anonymous,,,73.195.109.239,0,2019-07-05 16:16:51,2019-07-05 16:18:59,0,1,1,Monday,,,,Yes,twice,no,no thanks,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,32,female,left-handed,English/Spanish,,E4_move_BACK,,,-1,
R_33e9KEKXzXZBAfO,Default Response Set,Anonymous,,,68.203.216.232,0,2019-07-05 16:16:38,2019-07-05 16:18:40,0,1,1,,Either Monday or Friday,,,Yes,once,none,It was unclear if the meeting was moved up 2 days or back 2 days.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,51,female,right-handed,English,,E4_move_FORW,,,-1,
R_31GzGoAuVdu2zTz,Default Response Set,Anonymous,,,162.232.0.248,0,2019-07-05 16:17:59,2019-07-05 16:19:40,0,1,1,,,Sunday,,Yes,1,No,No,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,35,male,right-handed,English,,E4_change_FORW,,,-1,
R_usHyL6Yh4SVOmKB,Default Response Set,Anonymous,,,97.122.66.25,0,2019-07-05 16:17:33,2019-07-05 16:19:16,0,1,1,Friday,,,,Yes,2,No,No,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,20,male,right-handed,English,,E4_move_BACK,,,-1,
